guests,nights,meal_plan,room_type,lead_time,year,month,market,room_price,status
2,2,Meal Plan 2,Room_Type 1,247,2018,6,Offline,115.0,Canceled
2,1,Meal Plan 2,Room_Type 1,219,2017,9,Offline,108.0,Canceled
1,3,Meal Plan 1,Room_Type 2,184,2018,10,Online,101.05,Canceled
1,2,Meal Plan 1,Room_Type 1,32,2017,11,Offline,73.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,69,2018,9,Online,135.9,Not Canceled
2,5,Meal Plan 1,Room_Type 1,77,2018,4,Online,75.16,Not Canceled
2,1,Meal Plan 1,Room_Type 1,286,2018,10,Offline,90.0,Canceled
2,3,Meal Plan 1,Room_Type 1,8,2017,9,Online,117.67,Not Canceled
2,2,Meal Plan 1,Room_Type 1,128,2018,11,Online,90.0,Canceled
2,2,Meal Plan 1,Room_Type 1,64,2018,5,Corporate,140.0,Canceled
4,4,Meal Plan 1,Room_Type 6,21,2018,11,Online,147.9,Not Canceled
2,4,Meal Plan 1,Room_Type 4,238,2018,9,Offline,107.0,Canceled
1,2,Not Selected,Room_Type 1,0,2018,3,Online,89.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,76,2018,4,Online,106.5,Canceled
2,2,Not Selected,Room_Type 1,85,2018,10,Online,80.1,Canceled
2,2,Meal Plan 1,Room_Type 1,238,2018,9,Online,126.9,Canceled
2,4,Meal Plan 1,Room_Type 1,60,2017,10,Online,89.25,Not Canceled
2,11,Meal Plan 1,Room_Type 4,28,2017,10,Online,107.92,Not Canceled
2,2,Meal Plan 2,Room_Type 1,239,2018,6,Offline,112.2,Canceled
1,3,Meal Plan 1,Room_Type 1,46,2018,3,Online,73.9,Canceled
2,2,Meal Plan 1,Room_Type 1,188,2018,8,Online,105.3,Canceled
2,4,Not Selected,Room_Type 1,112,2018,7,Online,94.5,Not Canceled
2,4,Meal Plan 1,Room_Type 1,193,2018,8,Online,108.45,Canceled
2,5,Meal Plan 1,Room_Type 4,109,2018,8,Online,127.8,Not Canceled
4,1,Meal Plan 1,Room_Type 2,15,2018,3,Online,83.03,Canceled
2,3,Meal Plan 1,Room_Type 1,160,2017,12,Offline,130.67,Not Canceled
2,1,Meal Plan 1,Room_Type 1,27,2018,6,Offline,120.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,13,2018,6,Online,95.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,280,2018,9,Offline,110.0,Canceled
2,3,Meal Plan 1,Room_Type 1,75,2017,11,Online,52.85,Not Canceled
2,4,Not Selected,Room_Type 1,42,2018,4,Online,109.31,Not Canceled
2,3,Meal Plan 1,Room_Type 1,101,2018,4,Offline,80.0,Canceled
2,4,Meal Plan 1,Room_Type 1,9,2018,12,Online,88.4,Not Canceled
2,3,Not Selected,Room_Type 1,58,2018,12,Online,79.2,Canceled
2,2,Meal Plan 1,Room_Type 1,29,2018,10,Online,152.0,Not Canceled
1,2,Not Selected,Room_Type 1,180,2018,10,Online,80.1,Canceled
2,6,Meal Plan 1,Room_Type 1,160,2018,4,Offline,90.0,Canceled
1,3,Meal Plan 1,Room_Type 4,11,2018,6,Corporate,90.0,Not Canceled
1,8,Meal Plan 1,Room_Type 1,2,2017,8,Online,80.0,Not Canceled
3,3,Meal Plan 1,Room_Type 1,280,2018,12,Online,94.5,Canceled
2,3,Meal Plan 1,Room_Type 1,12,2017,8,Corporate,65.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,123,2018,11,Online,151.43,Not Canceled
2,5,Meal Plan 1,Room_Type 4,16,2018,4,Online,131.2,Canceled
2,1,Meal Plan 1,Room_Type 1,10,2017,11,Online,82.39,Not Canceled
1,2,Meal Plan 1,Room_Type 4,0,2017,8,Complementary,0.0,Not Canceled
2,7,Not Selected,Room_Type 1,168,2018,7,Online,62.18,Not Canceled
3,2,Meal Plan 1,Room_Type 1,156,2018,8,Online,121.5,Canceled
1,6,Meal Plan 1,Room_Type 1,2,2018,11,Online,91.38,Not Canceled
2,3,Meal Plan 1,Room_Type 1,221,2017,10,Offline,65.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,12,2018,12,Corporate,67.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,42,2018,4,Online,103.84,Not Canceled
2,2,Not Selected,Room_Type 1,36,2018,10,Online,119.5,Not Canceled
2,2,Meal Plan 1,Room_Type 4,11,2017,12,Complementary,0.0,Not Canceled
1,1,Meal Plan 1,Room_Type 4,21,2018,2,Online,117.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,4,2017,9,Offline,111.2,Not Canceled
1,3,Meal Plan 1,Room_Type 1,26,2018,10,Online,147.0,Canceled
2,7,Meal Plan 2,Room_Type 4,51,2018,7,Offline,87.3,Not Canceled
2,5,Meal Plan 1,Room_Type 1,1,2017,9,Online,148.8,Not Canceled
1,3,Meal Plan 1,Room_Type 1,159,2018,5,Online,119.85,Canceled
1,1,Meal Plan 1,Room_Type 1,5,2018,11,Corporate,67.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,103,2018,4,Offline,115.0,Canceled
2,2,Not Selected,Room_Type 1,3,2018,1,Online,67.5,Not Canceled
2,3,Meal Plan 1,Room_Type 4,3,2017,10,Online,136.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,40,2018,3,Online,83.9,Not Canceled
1,5,Meal Plan 1,Room_Type 1,74,2018,3,Online,72.25,Canceled
2,8,Meal Plan 1,Room_Type 1,47,2018,12,Online,88.4,Not Canceled
2,7,Meal Plan 1,Room_Type 1,192,2018,8,Online,99.45,Canceled
2,5,Meal Plan 1,Room_Type 1,171,2018,8,Offline,72.25,Not Canceled
2,4,Meal Plan 1,Room_Type 2,190,2018,5,Online,100.3,Canceled
1,3,Meal Plan 1,Room_Type 1,6,2018,5,Online,125.0,Canceled
3,3,Meal Plan 1,Room_Type 4,114,2018,7,Online,146.7,Not Canceled
2,1,Meal Plan 1,Room_Type 6,36,2018,4,Online,103.95,Not Canceled
2,3,Meal Plan 1,Room_Type 1,189,2018,10,Online,96.3,Not Canceled
1,5,Meal Plan 1,Room_Type 1,0,2017,9,Complementary,0.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,27,2018,7,Online,151.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,60,2018,7,Online,112.95,Not Canceled
2,2,Meal Plan 2,Room_Type 1,74,2017,9,Offline,109.0,Not Canceled
3,1,Meal Plan 1,Room_Type 1,84,2017,7,Online,94.0,Not Canceled
3,2,Meal Plan 1,Room_Type 4,28,2018,10,Online,121.47,Not Canceled
2,6,Meal Plan 2,Room_Type 1,94,2018,3,Offline,110.75,Not Canceled
2,2,Meal Plan 1,Room_Type 1,0,2017,9,Offline,110.4,Not Canceled
2,2,Meal Plan 2,Room_Type 1,292,2018,7,Offline,109.0,Canceled
3,4,Meal Plan 1,Room_Type 4,133,2018,10,Online,122.63,Canceled
2,2,Meal Plan 2,Room_Type 1,39,2017,8,Offline,101.5,Not Canceled
1,2,Meal Plan 1,Room_Type 1,14,2017,10,Offline,100.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,90,2018,4,Online,95.7,Not Canceled
2,4,Meal Plan 1,Room_Type 1,322,2018,5,Offline,80.0,Canceled
2,2,Meal Plan 2,Room_Type 1,265,2018,6,Offline,115.0,Canceled
2,6,Meal Plan 1,Room_Type 1,166,2018,11,Online,87.5,Not Canceled
2,4,Not Selected,Room_Type 1,0,2017,8,Online,81.0,Not Canceled
2,10,Meal Plan 1,Room_Type 1,87,2017,7,Online,58.9,Canceled
3,2,Meal Plan 1,Room_Type 4,53,2018,7,Online,148.5,Canceled
1,1,Meal Plan 1,Room_Type 1,4,2018,12,Offline,70.0,Not Canceled
1,1,Meal Plan 1,Room_Type 5,0,2017,8,Online,0.0,Not Canceled
4,1,Meal Plan 1,Room_Type 6,219,2018,8,Online,168.3,Canceled
2,2,Meal Plan 1,Room_Type 5,28,2018,10,Online,171.87,Not Canceled
2,4,Meal Plan 1,Room_Type 1,145,2017,8,Online,76.5,Not Canceled
2,4,Meal Plan 1,Room_Type 1,226,2018,10,Offline,70.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,6,2018,6,Online,121.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,48,2018,12,Online,88.4,Not Canceled
1,3,Meal Plan 1,Room_Type 1,4,2017,10,Corporate,65.0,Not Canceled
2,2,Not Selected,Room_Type 1,184,2018,8,Online,94.5,Canceled
2,7,Meal Plan 1,Room_Type 1,8,2018,11,Online,113.6,Not Canceled
1,2,Meal Plan 2,Room_Type 1,273,2017,7,Offline,87.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,3,2018,3,Corporate,69.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,57,2018,6,Offline,90.67,Not Canceled
1,1,Meal Plan 1,Room_Type 1,8,2018,12,Corporate,79.0,Not Canceled
2,3,Not Selected,Room_Type 1,16,2018,3,Online,84.33,Canceled
2,1,Meal Plan 1,Room_Type 1,14,2018,5,Offline,73.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,286,2018,10,Offline,90.0,Canceled
2,1,Meal Plan 1,Room_Type 1,92,2018,11,Offline,90.0,Not Canceled
1,2,Not Selected,Room_Type 1,21,2018,9,Online,139.0,Not Canceled
3,2,Meal Plan 1,Room_Type 4,35,2018,4,Online,137.7,Not Canceled
2,7,Meal Plan 1,Room_Type 1,245,2018,9,Online,107.59,Canceled
2,3,Meal Plan 1,Room_Type 4,261,2018,10,Offline,90.95,Not Canceled
2,0,Meal Plan 1,Room_Type 4,3,2018,6,Online,0.0,Not Canceled
4,3,Meal Plan 1,Room_Type 6,153,2018,8,Online,186.3,Canceled
2,2,Not Selected,Room_Type 1,77,2018,3,Offline,53.38,Not Canceled
2,3,Meal Plan 1,Room_Type 1,273,2018,5,Offline,95.0,Canceled
2,3,Meal Plan 1,Room_Type 1,213,2018,6,Offline,130.0,Canceled
4,4,Meal Plan 1,Room_Type 6,117,2018,8,Online,186.3,Canceled
2,2,Meal Plan 2,Room_Type 1,104,2017,10,Offline,114.0,Canceled
2,1,Meal Plan 1,Room_Type 1,12,2018,1,Online,69.6,Not Canceled
2,1,Meal Plan 1,Room_Type 1,27,2018,1,Online,89.0,Not Canceled
3,2,Meal Plan 1,Room_Type 1,31,2018,6,Offline,118.5,Not Canceled
2,1,Meal Plan 1,Room_Type 4,4,2018,11,Complementary,0.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,1,2018,1,Corporate,76.0,Not Canceled
3,6,Meal Plan 1,Room_Type 4,123,2018,9,Online,162.0,Canceled
2,3,Meal Plan 1,Room_Type 1,271,2018,9,Offline,101.33,Canceled
2,5,Meal Plan 1,Room_Type 1,108,2018,5,Online,74.54,Not Canceled
2,4,Meal Plan 1,Room_Type 1,2,2018,7,Online,160.0,Not Canceled
2,3,Not Selected,Room_Type 1,41,2018,3,Online,71.1,Not Canceled
1,1,Not Selected,Room_Type 1,196,2018,10,Online,93.6,Canceled
2,1,Not Selected,Room_Type 1,14,2018,6,Online,89.0,Canceled
2,3,Meal Plan 2,Room_Type 1,85,2017,9,Offline,125.0,Not Canceled
2,2,Not Selected,Room_Type 1,160,2018,8,Online,94.5,Canceled
2,2,Meal Plan 1,Room_Type 1,7,2018,4,Online,131.0,Not Canceled
2,3,Meal Plan 1,Room_Type 6,91,2018,5,Online,198.9,Canceled
2,2,Meal Plan 2,Room_Type 1,7,2017,10,Offline,112.2,Not Canceled
4,2,Meal Plan 1,Room_Type 6,44,2018,2,Online,173.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,15,2018,10,Offline,129.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,113,2018,4,Online,100.75,Not Canceled
4,2,Meal Plan 1,Room_Type 6,3,2017,8,Online,162.0,Not Canceled
2,4,Meal Plan 2,Room_Type 4,143,2018,7,Online,115.6,Not Canceled
2,1,Not Selected,Room_Type 1,38,2018,8,Online,125.1,Canceled
2,2,Meal Plan 1,Room_Type 1,79,2017,11,Offline,75.0,Not Canceled
2,6,Meal Plan 1,Room_Type 4,88,2018,9,Online,149.4,Canceled
2,2,Meal Plan 1,Room_Type 1,245,2018,6,Offline,75.0,Canceled
1,2,Meal Plan 1,Room_Type 1,99,2018,2,Corporate,81.0,Not Canceled
2,2,Meal Plan 2,Room_Type 1,301,2018,7,Offline,115.0,Canceled
2,2,Meal Plan 1,Room_Type 1,181,2018,8,Online,96.3,Canceled
2,3,Not Selected,Room_Type 1,36,2018,10,Online,109.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,275,2018,6,Offline,62.8,Canceled
2,2,Meal Plan 1,Room_Type 1,223,2017,10,Online,89.25,Not Canceled
2,3,Not Selected,Room_Type 1,115,2018,5,Online,94.5,Canceled
2,3,Meal Plan 1,Room_Type 1,132,2018,10,Offline,89.76,Not Canceled
2,3,Meal Plan 1,Room_Type 1,39,2017,11,Online,96.3,Not Canceled
1,1,Meal Plan 1,Room_Type 1,2,2018,1,Complementary,0.0,Not Canceled
3,4,Meal Plan 1,Room_Type 1,35,2018,9,Online,110.16,Not Canceled
2,6,Meal Plan 1,Room_Type 1,349,2018,10,Offline,123.33,Canceled
2,3,Meal Plan 1,Room_Type 1,37,2018,10,Offline,105.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,176,2018,7,Online,90.95,Canceled
2,4,Not Selected,Room_Type 1,113,2018,3,Online,55.63,Not Canceled
2,7,Meal Plan 1,Room_Type 1,224,2018,8,Online,90.95,Not Canceled
1,2,Meal Plan 1,Room_Type 1,5,2018,9,Corporate,65.0,Not Canceled
2,2,Meal Plan 2,Room_Type 1,257,2017,7,Offline,101.5,Canceled
2,3,Meal Plan 2,Room_Type 1,150,2018,6,Offline,90.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,43,2018,9,Online,135.9,Not Canceled
1,3,Not Selected,Room_Type 1,63,2018,2,Online,48.51,Not Canceled
1,4,Meal Plan 1,Room_Type 1,115,2018,2,Offline,76.0,Not Canceled
2,5,Not Selected,Room_Type 1,70,2018,12,Online,74.8,Not Canceled
3,1,Meal Plan 1,Room_Type 1,7,2018,10,Online,160.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,45,2018,12,Online,93.6,Not Canceled
2,2,Meal Plan 2,Room_Type 1,88,2017,10,Offline,112.2,Not Canceled
1,1,Meal Plan 1,Room_Type 1,14,2017,10,Offline,100.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,105,2018,4,Offline,75.0,Canceled
3,1,Meal Plan 1,Room_Type 4,54,2018,7,Online,159.3,Not Canceled
3,3,Meal Plan 1,Room_Type 1,100,2018,7,Online,106.03,Not Canceled
2,4,Meal Plan 1,Room_Type 1,96,2018,10,Online,100.13,Not Canceled
4,2,Meal Plan 1,Room_Type 6,14,2018,5,Online,211.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,143,2018,8,Offline,90.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,24,2018,1,Online,89.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,338,2018,10,Offline,80.0,Canceled
3,3,Meal Plan 1,Room_Type 4,22,2018,7,Online,187.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,22,2018,2,Complementary,0.0,Not Canceled
2,1,Not Selected,Room_Type 1,49,2018,7,Online,93.15,Canceled
3,4,Meal Plan 1,Room_Type 4,199,2018,12,Online,120.7,Canceled
2,6,Meal Plan 1,Room_Type 1,132,2018,7,Online,100.87,Not Canceled
2,2,Meal Plan 1,Room_Type 4,16,2018,2,Online,106.0,Canceled
2,2,Not Selected,Room_Type 1,14,2018,2,Online,79.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,118,2018,6,Offline,110.0,Not Canceled
2,3,Meal Plan 1,Room_Type 4,35,2018,6,Online,136.2,Not Canceled
2,3,Not Selected,Room_Type 1,22,2018,3,Online,84.33,Not Canceled
2,3,Meal Plan 1,Room_Type 1,65,2018,6,Online,99.9,Not Canceled
1,2,Meal Plan 1,Room_Type 1,64,2018,5,Corporate,130.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,43,2017,10,Offline,85.0,Not Canceled
2,3,Meal Plan 2,Room_Type 1,103,2017,7,Offline,94.5,Canceled
1,3,Not Selected,Room_Type 1,41,2018,12,Online,79.2,Not Canceled
2,3,Not Selected,Room_Type 1,115,2017,7,Online,55.08,Canceled
2,3,Meal Plan 1,Room_Type 1,271,2018,9,Offline,101.33,Canceled
3,2,Meal Plan 1,Room_Type 4,74,2018,12,Online,117.73,Not Canceled
2,3,Meal Plan 1,Room_Type 1,302,2018,9,Offline,100.0,Canceled
1,3,Meal Plan 1,Room_Type 1,93,2018,10,Offline,115.0,Canceled
4,2,Meal Plan 1,Room_Type 6,0,2018,7,Online,206.0,Canceled
2,4,Meal Plan 1,Room_Type 1,74,2018,4,Online,59.37,Not Canceled
2,3,Not Selected,Room_Type 1,20,2018,9,Online,134.1,Not Canceled
2,3,Meal Plan 1,Room_Type 1,166,2018,8,Online,96.3,Canceled
2,2,Meal Plan 1,Room_Type 1,80,2018,12,Offline,75.0,Not Canceled
2,2,Not Selected,Room_Type 1,32,2018,2,Online,67.5,Canceled
2,1,Meal Plan 1,Room_Type 1,19,2018,9,Offline,118.15,Canceled
2,4,Meal Plan 1,Room_Type 1,179,2018,9,Online,113.4,Canceled
2,2,Not Selected,Room_Type 1,6,2018,2,Online,81.0,Not Canceled
3,2,Meal Plan 1,Room_Type 4,35,2018,4,Online,128.7,Not Canceled
2,3,Meal Plan 1,Room_Type 1,99,2018,10,Online,118.8,Canceled
2,3,Meal Plan 1,Room_Type 1,73,2017,11,Offline,85.67,Not Canceled
2,3,Meal Plan 2,Room_Type 1,161,2018,3,Offline,130.0,Canceled
2,3,Meal Plan 1,Room_Type 1,42,2018,11,Online,78.3,Not Canceled
1,1,Meal Plan 1,Room_Type 1,4,2017,10,Corporate,65.0,Not Canceled
1,1,Not Selected,Room_Type 1,2,2018,4,Online,89.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,15,2018,2,Corporate,81.0,Not Canceled
2,10,Meal Plan 1,Room_Type 1,61,2017,7,Online,68.85,Canceled
1,2,Meal Plan 1,Room_Type 1,188,2018,6,Offline,130.0,Canceled
2,3,Meal Plan 1,Room_Type 1,91,2018,9,Offline,80.75,Not Canceled
2,3,Not Selected,Room_Type 1,4,2017,8,Online,80.0,Not Canceled
1,3,Meal Plan 2,Room_Type 1,1,2018,9,Corporate,118.0,Not Canceled
2,4,Not Selected,Room_Type 1,102,2018,10,Online,79.65,Canceled
2,2,Meal Plan 1,Room_Type 1,110,2018,4,Online,72.8,Not Canceled
2,3,Meal Plan 1,Room_Type 1,44,2018,2,Offline,75.0,Not Canceled
4,2,Meal Plan 1,Room_Type 7,50,2018,7,Online,260.9,Canceled
2,7,Meal Plan 1,Room_Type 1,83,2018,3,Online,76.38,Canceled
1,2,Meal Plan 1,Room_Type 1,188,2018,6,Offline,130.0,Canceled
2,3,Meal Plan 1,Room_Type 1,12,2017,8,Online,105.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,181,2018,8,Online,108.45,Canceled
2,3,Meal Plan 1,Room_Type 1,282,2018,11,Offline,77.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,181,2018,10,Offline,120.0,Canceled
1,2,Meal Plan 1,Room_Type 1,188,2018,6,Offline,130.0,Canceled
1,1,Meal Plan 1,Room_Type 1,1,2017,10,Complementary,0.0,Not Canceled
3,3,Meal Plan 1,Room_Type 4,142,2018,8,Online,146.7,Canceled
2,2,Meal Plan 1,Room_Type 7,3,2017,10,Complementary,0.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,151,2018,1,Offline,71.0,Not Canceled
2,3,Meal Plan 2,Room_Type 1,110,2017,7,Offline,94.5,Canceled
2,1,Meal Plan 1,Room_Type 1,258,2018,10,Offline,110.0,Canceled
2,1,Not Selected,Room_Type 1,95,2018,4,Online,65.83,Not Canceled
2,1,Meal Plan 1,Room_Type 1,51,2018,10,Online,95.04,Canceled
2,1,Meal Plan 1,Room_Type 1,286,2018,10,Offline,90.0,Canceled
2,2,Meal Plan 1,Room_Type 1,12,2017,12,Offline,55.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,55,2018,11,Online,68.07,Not Canceled
2,1,Not Selected,Room_Type 1,1,2018,2,Online,81.0,Canceled
2,3,Meal Plan 1,Room_Type 1,2,2017,12,Offline,58.0,Not Canceled
2,1,Not Selected,Room_Type 1,11,2018,1,Online,62.83,Not Canceled
2,4,Meal Plan 1,Room_Type 1,30,2018,3,Offline,85.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,213,2018,6,Offline,130.0,Canceled
2,3,Meal Plan 1,Room_Type 1,5,2018,10,Online,146.67,Not Canceled
4,4,Meal Plan 1,Room_Type 6,0,2017,9,Online,195.0,Not Canceled
2,0,Meal Plan 2,Room_Type 4,0,2017,10,Online,0.0,Not Canceled
2,1,Meal Plan 1,Room_Type 5,151,2018,6,Offline,200.0,Canceled
2,8,Meal Plan 1,Room_Type 1,99,2018,4,Offline,80.75,Not Canceled
2,4,Meal Plan 1,Room_Type 4,172,2018,10,Online,104.4,Canceled
2,1,Meal Plan 2,Room_Type 1,219,2017,9,Offline,108.0,Canceled
3,3,Meal Plan 1,Room_Type 4,49,2018,11,Online,126.0,Not Canceled
2,3,Meal Plan 1,Room_Type 2,11,2017,12,Online,80.41,Not Canceled
2,5,Meal Plan 1,Room_Type 1,5,2018,3,Online,129.0,Canceled
2,2,Not Selected,Room_Type 1,134,2018,5,Online,94.5,Not Canceled
2,2,Meal Plan 1,Room_Type 2,23,2017,12,Online,81.75,Not Canceled
1,2,Meal Plan 1,Room_Type 1,188,2018,6,Offline,130.0,Canceled
1,1,Meal Plan 1,Room_Type 1,6,2018,7,Offline,114.4,Not Canceled
1,3,Meal Plan 1,Room_Type 1,166,2018,11,Offline,110.0,Canceled
3,1,Meal Plan 1,Room_Type 4,50,2018,8,Online,177.3,Not Canceled
3,4,Meal Plan 1,Room_Type 1,57,2018,8,Online,152.1,Not Canceled
2,3,Not Selected,Room_Type 1,55,2018,5,Online,116.1,Canceled
2,2,Meal Plan 1,Room_Type 1,6,2017,10,Online,145.0,Not Canceled
3,3,Meal Plan 1,Room_Type 1,6,2018,12,Online,116.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,80,2018,3,Online,78.3,Canceled
2,4,Not Selected,Room_Type 1,33,2018,3,Online,73.1,Canceled
2,5,Meal Plan 1,Room_Type 1,48,2018,11,Offline,75.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,192,2018,6,Offline,95.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,1,2018,1,Online,85.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,212,2018,5,Offline,78.0,Not Canceled
2,2,Meal Plan 1,Room_Type 4,79,2018,5,Online,159.3,Canceled
2,6,Meal Plan 1,Room_Type 1,20,2018,1,Offline,48.33,Not Canceled
2,1,Meal Plan 2,Room_Type 1,83,2017,9,Offline,112.2,Not Canceled
1,3,Meal Plan 1,Room_Type 1,116,2018,2,Offline,61.0,Canceled
2,4,Not Selected,Room_Type 1,128,2018,6,Online,80.75,Not Canceled
2,3,Meal Plan 2,Room_Type 1,1,2018,9,Corporate,146.0,Not Canceled
2,1,Not Selected,Room_Type 1,21,2018,9,Online,118.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,88,2018,4,Online,105.4,Not Canceled
2,2,Not Selected,Room_Type 1,3,2018,8,Online,109.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,192,2017,9,Offline,102.0,Canceled
3,4,Meal Plan 1,Room_Type 1,207,2018,8,Online,123.25,Canceled
1,1,Meal Plan 1,Room_Type 1,12,2018,6,Corporate,65.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,45,2017,10,Online,94.5,Not Canceled
1,1,Not Selected,Room_Type 1,36,2018,10,Online,102.6,Canceled
1,4,Meal Plan 1,Room_Type 1,259,2018,12,Online,73.95,Not Canceled
3,1,Meal Plan 1,Room_Type 4,102,2018,12,Online,126.0,Not Canceled
2,3,Meal Plan 1,Room_Type 2,161,2018,4,Offline,80.0,Not Canceled
3,2,Meal Plan 1,Room_Type 4,15,2018,4,Online,177.0,Canceled
2,3,Meal Plan 1,Room_Type 4,14,2018,6,Online,149.33,Not Canceled
2,4,Meal Plan 1,Room_Type 1,322,2018,5,Offline,80.0,Canceled
1,1,Meal Plan 1,Room_Type 1,17,2018,10,Online,139.0,Not Canceled
1,4,Meal Plan 1,Room_Type 1,3,2018,9,Complementary,0.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,33,2018,3,Online,135.9,Not Canceled
2,3,Meal Plan 2,Room_Type 1,418,2018,9,Offline,107.0,Canceled
2,2,Meal Plan 1,Room_Type 1,16,2018,11,Offline,89.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,12,2017,10,Corporate,130.0,Not Canceled
2,1,Meal Plan 2,Room_Type 1,100,2017,10,Offline,108.0,Canceled
2,1,Not Selected,Room_Type 1,2,2018,9,Online,0.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,2,2018,1,Corporate,66.0,Not Canceled
2,1,Not Selected,Room_Type 1,33,2018,5,Online,116.1,Not Canceled
1,3,Meal Plan 1,Room_Type 1,23,2018,3,Online,85.67,Canceled
2,1,Meal Plan 1,Room_Type 2,19,2017,12,Online,77.25,Not Canceled
1,2,Meal Plan 1,Room_Type 1,188,2018,6,Offline,130.0,Canceled
3,3,Meal Plan 1,Room_Type 7,8,2018,12,Corporate,220.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,59,2018,3,Online,80.3,Not Canceled
2,3,Not Selected,Room_Type 1,35,2018,2,Online,70.03,Not Canceled
2,1,Meal Plan 1,Room_Type 1,4,2018,1,Corporate,64.0,Not Canceled
1,2,Meal Plan 1,Room_Type 4,1,2018,10,Aviation,110.0,Not Canceled
2,1,Meal Plan 1,Room_Type 4,5,2018,6,Online,136.0,Not Canceled
2,4,Not Selected,Room_Type 1,7,2018,2,Online,81.0,Not Canceled
2,4,Not Selected,Room_Type 1,18,2018,1,Online,65.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,99,2017,10,Offline,65.0,Canceled
2,3,Meal Plan 1,Room_Type 1,104,2017,12,Offline,75.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,233,2018,10,Offline,90.0,Canceled
2,4,Not Selected,Room_Type 1,16,2018,12,Online,91.8,Not Canceled
1,3,Meal Plan 1,Room_Type 1,45,2018,2,Online,76.3,Not Canceled
2,3,Meal Plan 1,Room_Type 4,67,2018,9,Online,114.34,Not Canceled
1,2,Meal Plan 1,Room_Type 1,6,2017,12,Corporate,65.0,Not Canceled
1,3,Meal Plan 1,Room_Type 4,60,2018,5,Online,140.4,Canceled
2,3,Meal Plan 1,Room_Type 1,121,2018,6,Offline,90.0,Canceled
2,2,Meal Plan 1,Room_Type 4,4,2018,6,Online,108.8,Canceled
3,1,Meal Plan 1,Room_Type 4,95,2018,5,Online,159.3,Canceled
2,2,Meal Plan 2,Room_Type 1,102,2017,10,Offline,109.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,39,2018,9,Offline,80.75,Not Canceled
1,4,Meal Plan 1,Room_Type 6,31,2018,9,Online,156.42,Canceled
1,1,Meal Plan 1,Room_Type 1,24,2017,11,Corporate,65.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,3,2017,10,Corporate,142.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,60,2018,12,Online,93.6,Not Canceled
2,3,Meal Plan 1,Room_Type 1,305,2018,11,Offline,89.0,Canceled
